time,close,high,low,open,volumefrom,volumeto
1442448000,231.11,235.17,227.95,228.6,143700.09,33377869.98
1442707200,230.01,233.24,224.07,231.11,158123.82,36246930.68
1442966400,235.03,237.58,228.5,230.01,177301.28,41372920.9
1443225600,238.87,240.39,231.84,235.03,140703.07,33162417.26
1443484800,237.05,240.39,234.39,238.87,160696.28,38118993.23
1443744000,238.33,277.58,235.14,237.05,123100.76,29335651.97
1444003200,242.98,247.61,236.41,238.33,202685.2,49237261.85
1444262400,245.35,245.93,241.34,242.98,123687.4,30207167.95
1444521600,248.78,251.19,243.11,245.35,156696.82,38747435.65
1444780800,262.87,267.27,248.28,248.78,225395.73,57862543.5
1445040000,263.82,275.41,259.53,262.87,224277.08,59989351.21
1445299200,274.42,278.74,262.7,263.82,228194.18,61689215.02
1445558400,287.86,295.56,273.17,274.42,243355.79,69043619.09
1445817600,303.54,307.46,279.62,287.86,295482.75,86915100.65
1446076800,311.24,334.92,300.16,303.54,401240.49,127753763.56
1446336000,396.49,416.78,304.72,311.24,718800.39,263773234.87
1446595200,369.81,492.8,348.84,396.49,1075961.81,446358426.57
1446854400,380.22,391.75,360.17,369.81,322917.73,122477517.58
1447113600,333.85,381.38,292.38,380.22,638865.18,212095307.09
1447372800,317.45,369.8,314.16,333.85,256676.03,84957060.36
1447632000,335.92,342.91,314.06,317.45,263744.9,87400158.3
1447891200,324.7,335.64,309.48,335.92,241357.4,78286383.29
1448150400,318.35,326.94,315.54,324.7,130142.34,42037597.48
1448409600,359.52,368.92,315.69,318.35,392541.08,135552161.56
1448668800,377.97,382.56,350.49,359.52,253304.02,93447579.91
1448928000,360.31,379.02,347.16,377.97,291579.64,105375843.05
1449187200,393.38,402.19,354.31,360.31,307603.6,117327289.73
1449446400,416,424.58,381.69,393.38,318474.91,128935837.55
1449705600,432.29,467.71,403.69,416,458160.84,198066829.06
1449964800,462.65,464.23,420.76,432.29,390127.67,173879047.39
1450224000,463.18,466.12,437.37,462.65,333206.06,152105704.52
1450483200,437.59,465.99,423.99,463.18,304831.93,135914600.7
1450742400,452.98,460.62,433.25,437.59,208636.59,92819547.64
1451001600,422.39,457.44,400.45,452.98,318555,136076033.05
1451260800,427.15,435.04,417.14,422.39,207260.71,88431501.92
1451520000,433.72,437.95,417.14,427.15,145756.98,62659386.26
1451779200,431.2,435.26,423.09,433.72,152864,65933719.82
1452038400,452.87,462.92,425,431.2,264934.08,118549975.02
1452297600,447.72,454.55,438.62,452.87,140854.63,63104051.46
1452556800,429.13,448.41,420.39,447.72,182798.5,79387326.57
1452816000,382.47,430.15,350.39,429.13,518193.1,200822101.44
1453075200,414.58,425.72,373.21,382.47,325963.51,128838259.93
1453334400,388.61,423.42,374.9,414.58,296178.33,117722266.02
1453593600,389.78,405.4,385.53,388.61,188999.91,74947974.8
1453852800,380.29,397.37,363.49,389.78,259454.08,98941972.25
1454112000,372.18,381.75,365.27,380.29,149545.32,56167601.5
1454371200,390.65,391.83,366.2,372.18,212662.82,80351840.11
1454630400,377.94,391.15,372.87,390.65,180510.62,68885243.22
1454889600,381.88,385.38,371.42,377.94,215082.93,81363554.95
1455148800,390.1,392.57,372.75,381.88,164571.06,63301277.12
1455408000,406.42,410.85,390.06,390.1,228047.24,92031828.53
1455667200,419.98,425.51,405.05,406.42,219909.7,92092275.31
1455926400,437.79,447.61,419.49,419.98,268136.01,117185062.83
1456185600,423.48,440.76,410.36,437.79,213765.91,90649005.55
1456444800,432.47,435.62,419.11,423.48,146851.74,63061541.69
1456704000,425.36,441.32,423.85,432.47,193979.66,84284302.25
1456963200,399,425.83,386.93,425.36,283319.21,116331298.46
1457222400,411.9,416.72,393.09,399,178137.79,72878602.17
1457481600,419.11,422.4,408.94,411.9,167287.66,69619846.92
1457740800,414.31,420.67,407.03,419.11,143946.12,59589339.36
1458000000,418.16,419.56,412.31,414.31,136952.53,57146905.74
1458259200,411.53,418.58,402.13,418.16,133608.78,54840343.62
1458518400,416.98,419.58,407.25,411.53,132839.42,55107072.1
1458777600,416.51,417.71,412.41,416.98,101473.22,42338179.67
1459036800,415,427.36,406.36,416.51,174282.19,73313757.55
1459296000,415.64,417.16,408.4,415,123342.12,51150576.81
1459555200,419.33,420.39,415.09,415.64,87544.31,36760494.36
1459814400,420.14,423.67,417.94,419.33,109611,46297619.16
1460073600,420.25,423.51,412.39,420.14,99672.08,41909046.99
1460332800,423.47,426.69,418.11,420.25,132187.83,56138492.61
1460592000,430.05,432,421.84,423.47,113805.56,48770796.42
1460851200,434.92,436.07,423.79,430.05,103836.97,44645859.5
1461110400,445.28,450.8,432.51,434.92,187199.66,83049347.37
1461369600,461.73,466.23,443.07,445.28,198449.08,90597165.7
1461628800,448.48,468.86,433.9,461.73,240298.75,109360712.29
1461888000,452.24,456.86,445.22,448.48,101904.71,46098058.22
1462147200,445.8,453.87,440.21,452.24,163045.16,72831875.14
1462406400,458.46,461.48,444.35,445.8,141288.25,64135679.42
1462665600,449.36,464.18,446.81,458.46,136011.71,62259550.37
1462924800,455.41,457.22,448.4,449.36,121541.98,55158924.88
1463184000,454.87,460.28,450.73,455.41,78158.62,35796392.82
1463443200,442.66,456.65,441.12,454.87,126620.39,57252470.79
1463702400,439.62,447.76,435.42,442.66,100170.36,44320244.69
1463961600,449.78,451.21,438.24,439.62,106828.14,47677710.88
1464220800,524.22,531.76,447.67,449.78,323562.51,156389025.68
1464480000,528.92,548.04,493.22,524.22,344178.68,183082878.45
1464739200,567.03,573.72,521.3,528.92,231534.7,126587670.44
1464998400,583.58,592.68,560.87,567.03,215614.49,124718598.08
1465257600,574.69,591.32,543.63,583.58,182911.76,105799264.93
1465516800,666.55,683.85,571.14,574.69,305098.41,190765938.21
1465776000,690.77,718.24,652.78,666.55,431001.08,295764466.87
1466035200,753.77,776.04,687.43,690.77,565964.95,421064001.13
1466294400,667.38,765.1,626.05,753.77,420818.85,296272023.96
1466553600,656.89,687.39,539.28,667.38,660753.99,412830742.63
1466812800,644.66,688.1,609.9,656.89,289199.37,187592366.37
1467072000,670.02,673.04,621.76,644.66,245080.56,158786986.54
1467331200,661.64,701.49,644.61,670.02,258876.12,175541734.56
1467590400,672.7,679.19,644.04,661.64,165597.31,111152300.22
1467849600,651.83,676.19,604.95,672.7,325513.89,208943560.38
1468108800,670.56,673.19,636.8,651.83,141790.07,92928933.49
1468368000,664.2,672.02,646.31,670.56,146985.69,97357817.73
1468627200,670.38,680.94,655.72,664.2,109802.37,73983011.96
1468886400,664.62,673.24,657.82,670.38,100122.71,66828261.44
1469145600,659.29,669.44,645.69,664.62,125595.14,82470430.62
1469404800,654.54,662.51,643.49,659.29,113656.97,74310664.53
1469664000,654.74,657.96,650.81,654.54,74510.83,48932259.68
1469923200,513.43,654.92,471.36,654.74,260461.67,156485960.51
1470182400,574.66,584.89,514.09,513.43,158639.3,88889113.09
1470441600,589.24,596.68,565.33,574.66,76465.35,44895175.92
1470700800,587.84,600.52,580.87,589.24,115364.73,68322014.23
1470960000,569.06,591.14,559.93,587.84,77871.4,45337298.42
1471219200,572.34,583.38,559.28,569.06,104221.28,59739797.66
1471478400,582.61,583.5,566.25,572.34,79039.64,45627949.63
1471737600,583.56,591.9,577.13,582.61,79801.11,46724749.14
1471996800,579.37,584.47,570.81,583.56,81959.07,47551780.47
1472256000,574.23,580.41,567.25,579.37,55374.55,31885995.47
1472515200,571.99,704.97,569.37,574.23,78286.26,45094314.46
1472774400,609.55,615.2,569.3,571.99,93001.91,55017281.7
1473033600,613.21,616.48,598.77,609.55,79645.01,48663921.17
1473292800,624.52,629.3,611.25,613.21,79940.89,50020655.57
1473552000,608.61,630.77,592.79,624.52,92003.98,56377154.71
1473811200,607.78,612.16,605.1,608.61,68778.76,42124790.58
1474070400,609.85,612.41,604.52,607.78,53460.73,32711264.97
1474329600,595.63,611.27,591.69,609.85,81911.51,49332733.76
1474588800,601.49,605.92,594.11,595.63,52672.72,31801326.79
1474848000,604.67,608.97,598.17,601.49,71987.47,43719728.66
1475107200,613.41,615,602.01,604.67,66206.26,40354264.35
1475366400,608.96,614.21,606.5,613.41,63473.96,38860088.09
1475625600,616.03,619.43,607.98,608.96,77751.93,47804273.53
1475884800,617.29,619.56,612.76,616.03,52282.05,32386085.74
1476144000,635.6,642.51,615.6,617.29,108333.27,68994490.78
1476403200,640.12,642.18,630.66,635.6,56689.16,36392726.61
1476662400,629.06,641.29,624.09,640.12,87578.24,55846821.01
1476921600,655.48,659.89,625.48,629.06,86129.14,55242722.35
1477180800,651,662.54,645.68,655.48,91893.3,60323780.71
1477440000,686.24,688.43,651.39,651,133196.13,90641202.66
1477699200,698.67,720.19,682.17,686.24,131403.36,92831773.37
1477958400,684.87,744.43,670.4,698.67,203517.62,146974100.26
1478217600,709.91,714.13,681.27,684.87,96064,67680854.78
1478476800,721.42,741.23,698.35,709.91,141174.24,101608173.37
1478736000,704.27,723.02,701.08,721.42,86512.71,61995820.6
1478995200,711.1,716.93,685.01,704.27,115290.22,81426020.09
1479254400,746.96,751.91,708.14,711.1,182049.8,134913724.33
1479513600,736.19,755.34,712.77,746.96,105557.29,78164040.34
1479772800,735.31,754.01,726.19,736.19,119550.18,89015176.71
1480032000,729.42,741.25,725.62,735.31,72779.19,53717816.9
1480291200,742.49,745.39,727.74,729.42,105962.59,78394494.44
1480550400,764.24,779.02,741.08,742.49,155692.58,119818683.91
1480809600,758.21,769.23,746.01,764.24,103759.27,79335580.36
1481068800,770.48,773.48,754.27,758.21,87822.03,67685958.27
1481328000,778.47,781.26,763,770.48,63917.72,49761187.82
1481587200,775.21,790.33,767.77,778.47,84115.36,65673348.13
1481846400,789.01,791.57,773.31,775.21,65721.56,51824910.63
1482105600,829.21,833.13,786.31,789.01,125234.28,101056083.1
1482364800,891.07,920.49,828.87,829.21,218811.74,193891331.09
1482624000,925.78,937.91,851.42,891.07,130962.48,118142745.97
1482883200,959.04,982.57,925.49,925.78,209250.23,200487621.18
1483142400,1017.05,1031.68,942.4,959.04,133659.46,132988398.22
1483401600,989.35,1150.63,874.53,1017.05,451068.02,471509783.51
1483660800,900.86,1027.42,806.66,989.35,401860.04,362496540.92
1483920000,785.43,917.65,751.63,900.86,310725.5,264801497.8
1484179200,819.63,838.9,739.55,785.43,254311.47,203137059.5
1484438400,899.66,906.38,808.63,819.63,139832.33,119870361.42
1484697600,892.91,913.67,845.87,899.66,166564.52,148190337.42
1484956800,921.46,938.38,888.62,892.91,121049.96,111464530.88
1485216000,915.56,925.61,883.63,921.46,130576.7,118279463.44
1485475200,914.55,922.56,907.92,915.56,56328.16,51969356.76
1485734400,982.43,986.57,911.51,914.55,118955.66,113509205.37
1485993600,1031.85,1041.04,973.5,982.43,151997.37,153471471.07
1486252800,1049.56,1054.1,1004.05,1031.85,102631.56,105816656.68
1486512000,997.61,1073.03,924.65,1049.56,274024.37,274814749.1
1486771200,995.36,1014.32,975.1,997.61,75978.41,76114582.57
1487030400,1031.93,1040.28,986.46,995.36,100977.26,102494369.07
1487289600,1048.89,1063.21,1025.87,1031.93,89026.96,93548763.58
1487548800,1120.46,1132.25,1040.99,1048.89,135973.03,149515742.92
1487808000,1149.05,1211.74,1092.41,1120.46,219768.5,255645008.65
1488067200,1189.27,1208.22,1130.61,1149.05,116813.44,138157494.26
1488326400,1283.3,1291.35,1154.55,1189.27,196921.33,245881662.75
1488585600,1277.01,1285.78,1228.73,1283.3,94875.33,120294018.09
1488844800,1191.33,1280.89,1129.35,1277.01,245457.81,295443911.97
1489104000,1225.11,1330.42,988.69,1191.33,305631.83,359665001.94
1489363200,1253.43,1256.95,1205.61,1225.11,149195.39,184921615
1489622400,971.38,1260.24,940.18,1253.43,506936.66,556060848.89
1489881600,1121.29,1125.53,967.31,971.38,260467.39,273013379.97
1490140800,939.7,1121.88,927.35,1121.29,304403.69,309671498.72
1490400000,1045.14,1048.85,890.43,939.7,303633.43,293983259.01
1490659200,1037.91,1068.41,1008.34,1045.14,223838.29,232462970.47
1490918400,1097.4,1109.48,1035.18,1037.91,212627.01,229417932.07
1491177600,1129.87,1161.19,1095.55,1097.4,238967.62,271370475.52
1491436800,1180.78,1201.55,1130.51,1129.87,185284.78,218759647.49
1491696000,1220.74,1229.57,1173.99,1180.78,122758.91,148535721.03
1491955200,1177.33,1225.46,1150.29,1220.74,158052.65,189285395.43
1492214400,1194.01,1202.97,841.53,1177.33,93798.41,112512063.15
1492473600,1238.09,1246.64,1191.14,1194.01,151289.53,187157937.33
1492732800,1249.14,1256.97,1215.78,1238.09,127766.62,162499585.32
1492992000,1286.63,1309.2,1234.86,1249.14,141336.68,183590355.99
1493251200,1336.28,1356.15,1285.3,1286.63,180310.23,243838581.26
1493510400,1445.93,1471.14,1309.66,1336.28,211086.13,303226569.32
1493769600,1507.77,1609.84,1424.05,1445.93,338807.9,523652428.92
1494028800,1664.47,1667.67,1495.18,1507.77,238184.48,379143127.19
1494288000,1819.29,1864.76,1619.97,1664.47,325917.49,574202209.67
1494547200,1772.55,1822.51,1594.59,1819.29,225444.52,393424348.35
1494806400,1801.3,1842.83,1653.72,1772.55,250401.78,439832512.77
1495065600,2040.18,2048.45,1791.12,1801.3,261716.7,506772750.67
1495324800,2272.58,2286.3,1980.07,2040.18,367331.2,786488388.08
1495584000,2244.89,2781.76,2051.45,2272.58,589187.84,1417215773.36
1495843200,2278.21,2337.35,1868.56,2244.89,440192.99,916901697
1496102400,2412.65,2460.84,2147.1,2278.21,361409.65,821362614.77
1496361600,2524.06,2582.77,2385.59,2412.65,213463.9,525994778.72
1496620800,2691.51,2931.24,2523.92,2524.06,401590.67,1104714265
1496880000,2900.25,2914.19,2623.61,2691.51,248981.98,697005399.08
1497139200,2712.99,2985.06,2483.63,2900.25,417727.47,1141151847.35
1497398400,2508.58,2803.72,2125.56,2712.99,554183,1341189403.01
1497657600,2616.82,2690.71,2454.81,2508.58,269781.73,692310639.08
1497916800,2722.84,2804.41,2613.98,2616.82,305634.76,823587512.99
1498176000,2541.62,2759.66,2472.37,2722.84,230874.71,603989837.03
1498435200,2577.74,2616.95,2309.63,2541.62,435513.53,1063221683
1498694400,2424.61,2605.86,2387.47,2577.74,214645.5,536274029.9
1498953600,2617.32,2658.73,2375.86,2424.61,231850.54,588518155.52
1499212800,2513.88,2642.74,2484.73,2617.32,240322.58,617983345.98
1499472000,2344.02,2576.73,2271.79,2513.88,217468.26,533750209
1499731200,2362.44,2436.66,2262.08,2344.02,344319.47,807724121.91
1499990400,1914.09,2370.53,1808.99,2362.44,459372.21,942711491.96
1500249600,2282.58,2412.38,1913.79,1914.09,533827.7,1191225836.74
1500508800,2836.53,2932.81,2282.11,2282.58,626010.31,1678564541.05
1500768000,2582.58,2856.67,2472.62,2836.53,397122.16,1063682006.11
1501027200,2806.75,2843.78,2441.54,2582.58,378240.33,993825888.65
1501286400,2883.27,2916.3,2621.68,2806.75,258324.56,708589012.9
1501545600,2809.99,2946.02,2659.62,2883.27,273094.6,752267859.09
1501804800,3232.03,3344.01,2779.51,2809.99,288823.75,896022406.39
1502064000,3348.79,3494.87,3198.51,3232.03,292115.31,984249756.2
1502323200,3871.62,3967.26,3322.92,3348.79,292158.32,1056692278.08
1502582400,4161.66,4436.48,3837.13,3871.62,498628.78,2052685940.51
1502841600,4105.37,4487.5,3938.62,4161.66,384775.56,1631091452.4
1503100800,4005.1,4189.68,3957.46,4105.37,274532.05,1116090643.93
1503360000,4318.35,4364.11,3612.21,4005.1,338146.24,1367371575.19
1503619200,4345.75,4461.71,4263.28,4318.35,171577.66,746868018.9
1503878400,4583.02,4647.83,4195.23,4345.75,244759.07,1094219951.64
1504137600,4573.8,4976.52,4448.64,4583.02,335076.75,1577835327.78
1504396800,4409.08,4719.78,4004.62,4573.8,431633.45,1881198683.62
1504656000,4326.45,4699.59,4130.88,4409.08,361826.38,1616476981.97
1504915200,4217.9,4402.15,4032.15,4326.45,273920.39,1158693772.75
1505174400,3243.08,4387.76,3218.98,4217.9,611174.88,2300046328.76
1505433600,3689.61,3893.67,2979.88,3243.08,713981.61,2497963653.44
1505692800,3882.16,4122.75,3689,3689.61,357787.04,1418274563.42
1505952000,3788.02,3912.79,3505.81,3882.16,327662.46,1211553440.61
1506211200,3892.7,3982.31,3633.88,3788.02,213108.76,819008966.25
1506470400,4172.79,4274.64,3882.08,3892.7,307628.15,1271867967.22
1506729600,4401.32,4477.38,4164.25,4172.79,199279.01,867904021.52
1506988800,4321.44,4435.99,4143.35,4401.32,209562.46,897385746.34
1507248000,4611.7,4622.87,4296.93,4321.44,173261.96,769274215.65
1507507200,4824.2,4930,4556.15,4611.7,279159.52,1332838056.46
1507766400,5824.71,5852.78,4814.98,4824.2,455159.36,2494517230.25
1508025600,5598.58,5862.69,5448.22,5824.71,228633.33,1288979168.93
1508284800,5993.11,6075.32,5114.87,5598.58,328936.91,1853984991.1
1508544000,5903.61,6187.2,5644.22,5993.11,355115.22,2105031079.48
1508803200,5887.61,5970.4,5375.64,5903.61,343250.84,1945354063.11
1509062400,6147.52,6295.43,5654.8,5887.62,300221.42,1760885673.96
1509321600,6737.78,6738.74,6018.97,6147.7,313065.86,1989237889.76
1509580800,7363.8,7492.24,6737.77,6737.78,500285.61,3557519808
1509840000,7102.75,7599.44,6934.73,7363.8,366460.25,2654211653.21
1510099200,6565.8,7869.1,6406.05,7102.23,568995.46,4061932665.45
1510358400,6522.45,6821.5,5493.64,6565.8,583892.83,3642518337.28
1510617600,7853.68,7964.64,6419.18,6522.45,361560.12,2567695223.22
1510876800,8042.64,8100.87,7458.9,7853.68,260348,2030112355.85
1511136000,8234.55,8368.36,7819.06,8042.64,256969.6,2095397117.64
1511395200,8754.69,8761.98,7900.17,8234.5,225675.74,1869659231.66
1511654400,9906.04,9969.58,8746.56,8754.62,280549.66,2673004212.31
1511913600,10861.47,11417.84,8938.7,9906.04,552253.04,5608672065.34
1512172800,11623.91,11851.09,10578.43,10861.47,302125.11,3388345531.88
1512432000,16850.31,16879.26,11486.13,11624.37,578372.53,7996102411.8
1512691200,15059.6,17294.85,13031,16867.98,670361.92,10149928806.55
1512950400,16286.82,17560.65,15024.56,15060.45,447978.48,7456462432.1
1513209600,19345.49,19587.7,16023.64,16286.82,373743.15,6534971446.16
1513468800,17523.7,19870.62,16812.8,19346.6,431203.14,7998869681.69
1513728000,13664.97,17813.6,10875.71,17521.73,858391.75,12656779494.94
1513987200,13833.49,15493.23,12166.45,13664.97,460062.66,6408228954.16
1514246400,14398.7,16514.59,13466.07,13830.19,452207.17,6787320971.49
1514505600,13850.4,15109.81,11962.09,14398.45,412210.62,5613037257.2
1514764800,15156.62,15435.01,12877.67,13850.49,322700.77,4618511551.81
1515024000,17172.3,17252.85,14244.67,15156.49,336857.23,5353407490.27
1515283200,14468.5,17184.81,13902.31,17174.5,321190.98,4962701537.78
1515542400,13841.19,14979.96,12825.95,14468.09,417824.19,5800870629.76
1515801600,13631.98,14595.04,13031.91,13841.19,236926.77,3304406100.16
1516060800,11175.52,13648.84,9205.38,13634.6,879252.75,9866881862.8
1516320000,11549.93,13031.04,10867.18,11175.52,360398.35,4310352755.82
1516579200,11429.02,11913.74,9980.5,11549.98,440396.49,4808608656.64
1516838400,11459.71,11741.92,10346.86,11428.11,326542.41,3652291217.39
1517097600,10107.26,12064.19,9871.21,11460.39,332703.85,3679883491.04
1517356800,8870.82,10377.96,7786.2,10107.4,653775.51,5963971838.55
1517616000,6937.08,9504.37,6627.31,8872.87,645663.67,5200841115.25
1517875200,8260.69,8643.94,5968.36,6936.43,960373.94,7152035818.61
1518134400,8084.61,9081.49,7775.36,8259.26,441190.3,3710767368.36
1518393600,9485.64,9508.22,8084.41,8084.61,357259.4,3160105584.06
1518652800,11097.21,11119.45,9363.38,9485.64,397993.93,4056417353.16
1518912000,11256.43,11802.23,10161.01,11097.21,405124.74,4486583738.72
1519171200,10175.51,11295.58,9604,11256.78,498154.27,5178121157.61
1519430400,10326.5,10528,9329.44,10175.51,325116.6,3219306934.7
1519689600,10929.37,11090.3,10154.24,10326.5,293639.62,3139387494.72
1519948800,11504.42,11539.79,10801.45,10929.37,209491.24,2355835951.41
1520208000,9928.56,11694.15,9470.73,11503.94,361260.14,3860422201.46
1520467200,8797.27,10119.21,8393.45,9928.56,505886.75,4658783308.36
1520726400,9160.12,9907.41,8484.32,8797.27,436605.93,4038775128.89
1520985600,8283.23,9360.66,7698.47,9160.12,478828.87,3988213112.8
1521244800,8623.14,8725.6,7318.46,8283.23,482267.18,3885271591
1521504000,8724.98,9184.51,8339.8,8623.14,358467.86,3165125402.53
1521763200,8472.84,9036.23,8307.58,8724.98,279721.27,2425303970.04
1522022400,7959.78,8521.04,7752.3,8472.56,330973.69,2667505840.22
1522281600,6943.77,7983.77,6595.26,7959.78,545170.15,3879255964.08
1522540800,7434.3,8218.66,6463.54,6943.77,360664.25,2544075918.5
1522800000,6634.86,7442.42,6526.67,7434.3,329086.33,2259996244.4
1523059200,6789.53,7204.28,6624.47,6634.86,272233.03,1892592378.54
1523318400,7927.73,8051.95,6676.72,6789.53,324114.65,2365412287.26
1523577600,8376.73,8437.03,7758.8,7927.73,281165.96,2279250007.03
1523836800,8189.96,8430.93,7858.12,8376.73,232665.47,1887853249.32
1524096000,8935.72,9047.82,8136.42,8189.92,281186.96,2411167357
1524355200,9655.77,9741.91,8788.44,8935.85,266460.83,2440540179.59
1524614400,8938.47,9765.23,8669.38,9657.69,386513.13,3535416564.95
1524873600,9248.45,9552.67,8892.52,8938.47,213205.49,1989142834.26
1525132800,8963.52,9251.66,8899.88,9248.25,28469.26,257326801.88
